season,date,league_id,league,HomeTeam,AwayTeam,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,importance1,importance2,score1,score2
2020,01/11/20,1849,netherland,Heracles,Utrecht,41.22,51.61,0.3617,0.3573,0.281,1.36,1.35,25.1,17.2,4.0,1.0
2020,01/11/20,1849,netherland,Sparta Rotterdam,Heerenveen,37.81,42.64,0.4243,0.3131,0.2626,1.63,1.37,29.7,9.7,1.0,4.0
2020,01/11/20,1849,netherland,FC Emmen,Feyenoord,32.41,56.73,0.242,0.5106,0.2473,1.22,1.87,47.0,31.9,2.0,3.0
2020,01/11/20,1849,netherland,PSV Eindhoven,Den Haag,63.43,32.73,0.8084,0.0478,0.1438,2.5,0.45,55.9,33.7,4.0,0.0
2020,01/11/20,1849,netherland,AZ Alkmaar,Waalwijk,58.91,28.6,0.7736,0.0652,0.1612,2.43,0.56,19.5,41.2,3.0,0.0
2020,06/11/20,1849,netherland,For Sittard,Zwolle,32.28,38.7,0.4001,0.3325,0.2674,1.55,1.39,46.6,30.4,2.0,2.0
2020,07/11/20,1849,netherland,Den Haag,Twente,31.53,41.5,0.3794,0.3419,0.2787,1.41,1.33,42.1,7.2,2.0,4.0
2020,07/11/20,1849,netherland,VVV Venlo,Heracles,29.27,42.8,0.3418,0.3834,0.2748,1.36,1.45,49.8,16.1,3.0,2.0
2020,07/11/20,1849,netherland,Waalwijk,Sparta Rotterdam,27.51,36.44,0.3658,0.3506,0.2836,1.35,1.31,51.6,39.5,0.0,2.0
2020,08/11/20,1849,netherland,Utrecht,Ajax,50.14,78.9,0.1563,0.6445,0.1992,1.11,2.4,14.6,67.4,0.0,3.0
2020,08/11/20,1849,netherland,Feyenoord,Groningen,59.4,42.32,0.6337,0.1288,0.2375,1.85,0.69,42.2,8.7,2.0,0.0
2020,08/11/20,1849,netherland,Vitesse,FC Emmen,53.98,31.5,0.6803,0.1149,0.2049,2.15,0.75,42.7,44.4,3.0,1.0
2020,08/11/20,1849,netherland,Heerenveen,AZ Alkmaar,44.13,59.12,0.3054,0.4438,0.2508,1.45,1.79,13.5,21.5,0.0,3.0
2020,08/11/20,1849,netherland,PSV Eindhoven,Willem II,64.42,39.96,0.7384,0.0814,0.1802,2.29,0.61,63.9,25.2,3.0,0.0
2020,21/11/20,1849,netherland,Willem II,VVV Venlo,39.59,30.67,0.5488,0.2067,0.2445,1.89,1.07,37.6,41.6,2.0,1.0
2020,21/11/20,1849,netherland,Groningen,Vitesse,41.84,53.03,0.3114,0.377,0.3116,1.05,1.19,5.3,45.0,1.0,1.0
